,tconst,averageRating,numVotes
83491,tt0111161,9.3,2887541
254582,tt0468569,9.0,2869622
661584,tt1375666,8.8,2549806
100182,tt0137523,8.8,2322704
443597,tt0944947,9.2,2283097
82392,tt0109830,8.8,2255934
83274,tt0110912,8.9,2219173
432586,tt0903747,9.5,2134787
404270,tt0816692,8.7,2098447
97967,tt0133093,8.7,2052275
47028,tt0068646,9.2,2011552
91296,tt0120737,8.9,2006369
115915,tt0167260,9.0,1978464
646471,tt1345836,8.4,1826610
86052,tt0114369,8.6,1798296
115916,tt0167261,8.8,1783154
831578,tt1853728,8.5,1694318
118474,tt0172495,8.5,1619448
208431,tt0361748,8.4,1583299
457025,tt0993846,8.2,1582409
213650,tt0372784,8.2,1577987
76629,tt0102926,8.6,1547654
91358,tt0120815,8.6,1495952
1321430,tt7286456,8.4,1487609
415512,tt0848228,8.0,1459001
535045,tt1130884,8.2,1455856
80894,tt0108052,9.0,1450105
54072,tt0076759,8.6,1449170
260589,tt0482571,8.5,1440663
229694,tt0407887,8.5,1421761
91262,tt0120689,8.6,1406735
267102,tt0499549,7.9,1386070
57487,tt0080684,8.7,1379288
49588,tt0071562,9.0,1363704
1161019,tt4574334,8.7,1335145
137351,tt0209144,8.4,1322481
64429,tt0088763,8.5,1306259
90984,tt0120338,7.9,1279908
864706,tt2015381,8.0,1272931
1134980,tt4154796,8.4,1265102
73900,tt0099685,8.7,1256872
82861,tt0110413,8.5,1245260
117134,tt0169547,8.3,1210562
194146,tt0325980,8.1,1210009
1134978,tt4154756,8.4,1202618
434567,tt0910970,8.4,1200039
91022,tt0120382,8.2,1195723
164256,tt0266697,8.2,1193285
91186,tt0120586,8.5,1185907
241090,tt0434409,8.2,1179018
76742,tt0103064,8.6,1173608
86409,tt0114814,8.5,1145025
82811,tt0110357,8.5,1141784
688944,tt1431045,8.0,1125071
487593,tt1049413,8.3,1124536
213159,tt0371746,7.9,1124525
62220,tt0086190,8.3,1121096
164194,tt0266543,8.2,1113058
58190,tt0081505,8.4,1106129
163259,tt0264464,8.1,1095043
84605,tt0112573,8.3,1091055
78552,tt0105236,8.3,1087847
81488,tt0108778,8.9,1087618
669892,tt1392190,8.1,1085729
731868,tt1520211,8.1,1081403
198727,tt0338013,8.3,1077641
51249,tt0073486,8.7,1072051
86326,tt0114709,8.3,1068180
90027,tt0119217,8.3,1067412
926013,tt2267998,8.1,1066933
80274,tt0107290,8.2,1066694
258106,tt0477348,8.2,1059759
116002,tt0167404,8.2,1050970
59474,tt0082971,8.4,1036646
669886,tt1392170,7.2,1003409
711070,tt1475582,9.1,997633
973713,tt2582802,8.5,988621
165289,tt0268978,8.2,986656
132367,tt0198781,8.1,978525
964264,tt2488496,7.8,973519
1294231,tt6751668,8.5,958605
55808,tt0078748,8.5,950065
572798,tt1201607,8.1,948136
69858,tt0095016,8.2,945306
787350,tt1675434,8.5,928982
1102963,tt3659388,8.0,924836
63989,tt0088247,8.1,923863
953142,tt2395427,7.3,921439
52825,tt0075314,8.2,920239
62277,tt0086250,8.3,916106
157812,tt0253474,8.5,911782
136857,tt0208092,8.2,910555
398180,tt0800369,7.0,899930
621864,tt1300854,7.1,898969
829334,tt1843866,7.7,898812
122394,tt0180093,8.3,898373
250822,tt0458339,6.9,896570
241614,tt0435761,8.3,892223
928219,tt2278388,8.1,886243
45480,tt0066921,8.3,881062
104280,tt0145487,7.4,879391
508425,tt10872600,8.2,878452
463962,tt1010048,8.0,877612
784138,tt1663202,8.0,874052
432553,tt0903624,7.8,872788
586673,tt1228705,6.9,868277
431265,tt0898266,8.1,867407
30757,tt0050083,9.0,864616
233177,tt0416449,7.6,863997
700373,tt1454468,7.7,863047
89590,tt0118715,8.1,860089
91425,tt0120915,6.5,856181
152104,tt0241527,7.6,855781
550297,tt1160419,8.0,853281
154593,tt0246578,8.0,849820
1091427,tt3498820,7.8,849682
153997,tt0245429,8.6,848905
1313444,tt7131622,7.6,847316
528398,tt1119646,7.7,845951
91898,tt0121766,7.6,845128
822993,tt1825683,7.3,837333
1078250,tt3315342,8.1,830997
878265,tt2084970,8.0,824753
218358,tt0382932,8.1,824521
444596,tt0947798,8.0,824355
60065,tt0083658,8.1,822837
1091688,tt3501632,7.9,815750
574928,tt1205489,8.1,814790
259531,tt0480249,7.2,813894
388607,tt0770828,7.1,811703
39677,tt0060196,8.8,810917
72071,tt0097576,8.2,810746
669903,tt1392214,8.2,809099
190356,tt0317705,8.0,808302
216024,tt0378194,8.0,805120
578324,tt1211837,7.5,804624
190148,tt0317248,8.6,800720
429834,tt0892769,8.1,800353
138750,tt0211915,8.3,794024
227186,tt0401792,8.0,793670
68151,tt0093058,8.3,790145
837177,tt1877830,7.8,786502
881598,tt2096673,8.1,785025
1394098,tt8946378,7.9,773412
969722,tt2543164,7.9,770590
218673,tt0383574,7.4,767408
389363,tt0773262,8.6,765475
66038,tt0090605,8.4,762760
1119400,tt3896198,7.6,759291
91897,tt0121765,6.6,758690
614088,tt1285016,7.8,758398
1040504,tt2975590,6.5,752301
837178,tt1877832,7.9,744934
89664,tt0118799,8.6,742939
485143,tt1045658,7.7,742587
867046,tt2024544,8.1,741119
1186288,tt5013056,7.8,739783
1029472,tt2911666,7.4,738808
774936,tt1631867,7.9,736524
94619,tt0126029,7.9,733898
501664,tt1074638,7.8,730950
251654,tt0460649,8.3,728230
87611,tt0116282,8.1,726411
88974,tt0117951,8.1,725458
856951,tt1981115,6.8,724839
741252,tt15398776,8.3,724830
606953,tt1270798,7.7,723468
667030,tt1386697,5.9,722164
258905,tt0478970,7.2,721862
228587,tt0405159,8.1,721576
851053,tt1951264,7.5,721062
41738,tt0062622,8.3,719228
404280,tt0816711,7.0,719156
923273,tt2250912,7.4,719106
85191,tt0113277,8.3,719082
34372,tt0054215,8.5,718056
538301,tt1136608,7.9,716656
1012113,tt2802144,7.7,715892
103578,tt0144084,7.6,714996
219968,tt0386676,9.0,710799
55845,tt0078788,8.4,709915
189864,tt0316654,7.5,708274
785823,tt1670345,7.2,708140
723877,tt1504320,8.0,707817
555651,tt1170358,7.8,705054
391555,tt0780504,7.8,704238
250437,tt0457430,8.2,702821
444777,tt0948470,6.9,702058
248012,tt0451279,7.3,699481
1188565,tt5052448,7.8,696321
804996,tt1745960,8.2,696006
235664,tt0421715,7.8,695512
217374,tt0381061,8.0,694399
247055,tt0449088,7.1,693252
179288,tt0295297,7.4,692136
183628,tt0304141,7.9,691335
1109326,tt3748528,7.8,686248
80071,tt0107048,8.0,684870
195830,tt0330373,7.7,681323
212229,tt0369610,6.9,679230
1379841,tt8579674,8.2,675098
234033,tt0418279,7.0,674633
967990,tt2527336,6.9,671777
1164353,tt4633694,8.4,671055
1111786,tt3783958,8.0,670977
455541,tt0988045,7.6,670816
816774,tt1798709,8.0,669310
249289,tt0454876,7.9,666690
971589,tt2562232,7.7,666426
832441,tt1856101,8.0,664712
931700,tt2294629,7.4,663619
1088267,tt3460252,7.8,659462
51016,tt0073195,8.1,659237
243723,tt0440963,8.0,658119
384096,tt0758758,8.1,657974
776773,tt1637725,6.9,657184
943185,tt2356777,8.9,656109
73985,tt0099785,7.7,652666
567006,tt1190634,8.7,649775
959390,tt2442560,8.8,649191
1047748,tt3032476,9.0,646824
86356,tt0114746,8.0,646539
91419,tt0120903,7.3,646328
1215134,tt5463162,7.6,645207
696548,tt1446714,7.0,644005
254939,tt0469494,8.2,640897
878300,tt2085059,8.7,639613
472956,tt1024648,7.7,638975
113240,tt0162222,7.8,638402
231792,tt0413300,6.3,637262
209774,tt0364569,8.3,635495
441364,tt0936501,7.7,634322
214154,tt0373889,7.5,633041
408679,tt0829482,7.6,632390
148885,tt0234215,7.2,630371
52680,tt0075148,8.1,628216
548148,tt1156398,7.5,621091
396940,tt0796366,7.9,620175
196657,tt0332280,7.8,619951
91005,tt0120363,7.9,619466
151822,tt0240772,7.7,618936
90252,tt0119488,8.2,617618
91295,tt0120735,8.1,616138
90397,tt0119654,7.3,612658
581910,tt1219289,7.4,612219
1134973,tt4154664,6.8,610530
1118985,tt3890160,7.5,610435
671839,tt1396484,7.3,605952
17869,tt0034583,8.5,605828
87896,tt0116629,7.0,605450
1024630,tt2872718,7.8,604387
609324,tt1276104,7.4,602847
533851,tt11286314,7.2,601386
1022532,tt2861424,9.1,601060
438588,tt0926084,7.7,598936
588691,tt1232829,7.2,598308
244923,tt0443706,7.7,598112
644823,tt1343092,7.2,596650
233804,tt0417741,7.6,595369
230948,tt0411008,8.3,594882
888235,tt2119532,8.1,593796
210283,tt0365748,7.9,593767
597613,tt1250777,7.6,593161
800494,tt1727824,7.9,592570
1292868,tt6723592,7.3,592364
949250,tt2380307,8.4,590069
255462,tt0470752,7.7,588917
1359809,tt8111088,8.7,586626
247532,tt0450259,8.0,585894
123379,tt0181689,7.6,584181
634170,tt1323594,7.6,584092
1289325,tt6644200,7.5,583319
230290,tt0409459,7.6,582350
934119,tt2306299,8.5,582245
249448,tt0455275,8.3,579112
160070,tt0258463,7.8,576123
176740,tt0290334,7.4,575928
200862,tt0343818,7.1,575176
505557,tt10811166,8.6,573686
71460,tt0096874,7.8,572362
934699,tt2310332,7.4,571590
1305660,tt6966692,8.2,571436
196736,tt0332452,7.3,570243
49850,tt0071853,8.2,570109
1197597,tt5180504,8.0,569664
754291,tt1570728,7.4,564152
620702,tt1298650,6.6,563951
84662,tt0112641,8.2,563733
249314,tt0454921,8.0,560521
631355,tt1318514,7.6,558625
471724,tt1022603,7.7,557662
1271511,tt6320628,7.4,556431
1187089,tt5027774,8.1,554823
702087,tt1457767,7.5,554624
1184174,tt4972582,7.3,553014
714362,tt1483013,7.0,552986
443809,tt0945513,7.5,549623
254233,tt0467406,7.4,549083
783329,tt1659337,7.9,547811
993150,tt2713180,7.6,546909
70656,tt0095953,8.0,546430
1035764,tt2948356,8.0,546080
71725,tt0097165,8.1,545640
152587,tt0242653,6.7,543316
511165,tt10919420,8.0,541566
206392,tt0356910,6.5,541267
215482,tt0376994,6.6,540536
606951,tt1270797,6.6,538072
835892,tt1872181,6.6,537701
237012,tt0425112,7.8,535151
63323,tt0087469,7.5,535135
730459,tt1517268,6.8,534824
679238,tt1411697,6.5,534465
1024632,tt2872732,6.4,534090
257375,tt0475784,8.5,532615
1292210,tt6710474,7.8,532500
1280496,tt6468322,8.2,531842
188734,tt0314331,7.6,531425
832357,tt1856010,8.6,530775
784251,tt1663662,6.9,530682
250946,tt0458525,6.5,530354
136125,tt0206634,7.9,529265
211228,tt0367594,6.7,529093
904262,tt2179136,7.3,529074
586900,tt1229238,7.4,528321
73734,tt0099487,7.9,523650
398011,tt0800080,6.6,523374
244076,tt0441773,7.6,522220
1097529,tt3581920,8.7,521979
28444,tt0047396,8.5,521907
176481,tt0289879,7.6,521004
712029,tt1477834,6.8,520579
394814,tt0790636,7.9,519145
164997,tt0268380,7.5,518979
36869,tt0057012,8.4,518031
247038,tt0449059,7.8,517897
856428,tt1979320,8.1,513477
231373,tt0412142,8.7,513052
1151342,tt4425200,7.4,511492
246693,tt0448157,6.4,511479
971384,tt2560140,9.1,510410
815237,tt1790864,6.8,509392
1067270,tt3183660,7.2,507600
89942,tt0119116,7.6,505988
180751,tt0298148,7.3,504716
851054,tt1951265,6.6,502726
67310,tt0092099,6.9,502387
840563,tt1895587,8.1,502024
921362,tt2245084,7.8,501800
817020,tt1800241,7.2,500260
21236,tt0038650,8.6,499007
617417,tt1291584,8.1,497782
677410,tt1408101,7.7,497024
208656,tt0362227,7.4,495113
753354,tt1568346,7.8,494706
225622,tt0398286,7.7,494021
774192,tt1630029,7.6,493971
967991,tt2527338,6.4,493153
700188,tt1454029,8.1,492651
738894,tt1535109,7.8,492496
688538,tt1430132,6.7,491936
211371,tt0367882,6.2,491327
828564,tt1840309,6.6,488843
197640,tt0335266,7.7,488700
515982,tt1099212,5.3,487452
213384,tt0372183,7.7,486811
788001,tt1677720,7.4,486017
799512,tt1723121,7.0,485946
194573,tt0327056,7.9,485736
764158,tt1596363,7.8,484277
694395,tt1442437,8.5,483206
251681,tt0460681,8.4,482936
1041228,tt2980516,7.7,481943
73383,tt0099088,7.4,480633
729410,tt1515091,7.4,480315
75342,tt0101414,8.0,479507
775164,tt1632701,8.4,478554
451828,tt0974015,6.1,478544
1414560,tt9419884,6.9,477774
1084008,tt3397884,7.7,476447
191153,tt0319262,6.5,475921
229419,tt0407304,6.5,475071
1078740,tt3322312,8.6,474571
850814,tt1950186,8.1,473803
428463,tt0887912,7.5,473673
141367,tt0217505,7.5,472783
101273,tt0139654,7.7,472703
738893,tt1535108,6.6,470960
194030,tt0325710,7.8,470900
102372,tt0141842,9.2,470778
409009,tt0830515,6.5,470681
88239,tt0117060,7.2,470161
991749,tt2707408,8.8,470088
190132,tt0317219,7.2,469639
721582,tt1499658,6.9,469622
882890,tt2103281,7.6,468672
228699,tt0405422,7.1,466831
250831,tt0458352,6.9,466769
77224,tt0103639,8.0,466654
220393,tt0387564,7.6,466548
61019,tt0084787,8.2,466423
949102,tt2379713,6.8,466079
16906,tt0033467,8.3,465861
245779,tt0446029,7.6,465213
577365,tt1210166,7.6,464389
391573,tt0780536,7.9,461384
1083050,tt3385516,6.9,460925
91207,tt0120616,7.1,460661
191055,tt0319061,8.0,458809
218197,tt0382625,6.6,458709
811615,tt1772341,7.7,458275
48247,tt0070047,8.1,454787
68771,tt0093773,7.8,454642
386769,tt0765429,7.8,452409
68777,tt0093779,8.0,450845
91190,tt0120591,6.7,450670
601463,tt1259521,7.0,450538
1065792,tt3170832,8.1,450377
63213,tt0087332,7.8,449854
766642,tt1605783,7.6,449782
1191807,tt5095030,7.0,449645
202282,tt0347149,8.2,449037
214910,tt0375679,7.7,448959
442868,tt0942385,7.1,447873
1223133,tt5580390,7.3,447543
651706,tt1355644,7.0,447183
207992,tt0360717,7.2,446737
776741,tt1637688,6.7,446152
908854,tt2193021,7.5,445975
175990,tt0289043,7.5,445463
929297,tt2283362,7.0,444608
949846,tt2382320,7.3,444557
90320,tt0119567,6.5,443879
1234252,tt5753856,8.7,443847
580915,tt1217209,7.1,442099
244740,tt0443453,7.4,441871
141573,tt0217869,7.3,441570
67227,tt0092005,8.1,441463
973955,tt2584384,7.9,441137
548203,tt11564570,7.1,440990
466587,tt1014759,6.4,440916
409277,tt0831387,6.4,440678
67015,tt0091763,8.1,439358
590273,tt12361974,7.9,438192
60249,tt0083866,7.9,437372
203919,tt0351283,6.9,437339
64500,tt0088847,7.8,436370
78929,tt0105695,8.2,436040
71319,tt0096697,8.7,435694
1413072,tt9376612,7.4,435313
215540,tt0377092,7.1,434967
594808,tt1245492,6.6,434799
565223,tt1187043,8.4,434313
113912,tt0163651,7.0,433630
90437,tt0119698,8.3,433525
189229,tt0315327,6.8,433498
212135,tt0369339,7.5,432981
673090,tt1399103,6.2,431955
622477,tt1302006,7.8,430926
89993,tt0119174,7.7,429145
15792,tt0032138,8.1,428494
491150,tt1055369,6.0,428360
209409,tt0363771,6.9,427926
62826,tt0086879,8.4,427874
601377,tt12593682,7.3,426900
32727,tt0052357,8.3,426757
1090137,tt3480822,6.7,425944
790409,tt1690953,7.3,425917
1260407,tt6146586,7.4,425556
1268030,tt6264654,7.1,425267
73891,tt0099674,7.6,423956
163548,tt0265086,7.7,423455
56443,tt0079470,8.0,421784
1012291,tt2802850,8.9,421705
198708,tt0337978,7.1,420593
493992,tt1060277,7.0,420548
82915,tt0110475,6.9,420445
249786,tt0455944,7.2,419867
148111,tt0232500,6.8,419413
730534,tt1517451,7.6,419228
123464,tt0181852,6.3,418429
1135253,tt4158110,8.5,418143
612589,tt1282140,7.0,417823
841842,tt1905041,7.0,416769
412966,tt0840361,7.5,415613
208480,tt0361862,7.6,415435
1015006,tt2820852,7.1,414644
203440,tt0349903,6.5,413955
82269,tt0109686,7.3,412078
1403805,tt9140554,8.2,411183
949578,tt2381249,7.4,410830
228560,tt0405094,8.4,410373
1272450,tt6334354,7.2,409394
264950,tt0493464,6.7,408483
84851,tt0112864,7.6,408059
764148,tt1596343,7.3,407040
931672,tt2294449,7.0,405927
92002,tt0121955,8.7,405803
71479,tt0096895,7.5,404133
91423,tt0120912,6.2,403471
1387325,tt8772262,7.1,402748
77885,tt0104431,6.9,402418
89817,tt0118971,7.5,401740
742576,tt1542344,7.5,401264
973718,tt2582846,7.7,401028
89921,tt0119094,7.3,400781
496058,tt10648342,6.2,400724
761654,tt1587310,6.9,400134
1371062,tt8367814,7.8,399788
566741,tt1190080,5.8,397750
249279,tt0454848,7.6,397743
775169,tt1632708,6.5,394451
147266,tt0230600,7.6,393122
83566,tt0111257,7.3,391795
1425584,tt9764362,7.2,391793
190463,tt0317919,6.9,390633
699849,tt1453405,7.2,389843
244808,tt0443543,7.5,389600
194956,tt0328107,7.7,389462
795273,tt1706620,7.1,388890
449545,tt0964517,7.8,388803
190373,tt0317740,7.0,388405
88653,tt0117571,7.4,388297
717482,tt1490017,7.7,388232
677860,tt1409024,6.8,386890
229855,tt0408236,7.3,386848
66410,tt0091042,7.8,386307
997601,tt2737304,6.6,386117
1398066,tt9032400,6.3,385958
909335,tt2194499,7.8,385679
174506,tt0286106,6.8,385584
105254,tt0147800,7.3,384996
246660,tt0448115,7.0,384816
258560,tt0478311,6.9,384510
199115,tt0338751,7.5,383996
113386,tt0162661,7.3,383815
115719,tt0166924,7.9,383693
498320,tt1068680,6.8,383104
73677,tt0099423,7.1,383002
221022,tt0388795,7.7,382098
200809,tt0343660,6.8,382020
1296440,tt6791350,7.9,380124
58099,tt0081398,8.1,380089
70949,tt0096283,8.1,380033
1035775,tt2948372,8.0,379470
1111466,tt3778644,6.9,379039
206610,tt0357413,7.1,378461
425224,tt0877057,8.9,378170
1180750,tt4912910,7.7,378023
1093163,tt3521164,7.6,377933
1344889,tt7784604,7.3,377632
91311,tt0120755,6.1,377593
63642,tt0087843,8.3,377579
184798,tt0306414,9.3,377236
242741,tt0438488,6.5,377200
258105,tt0477347,6.5,377185
85360,tt0113497,7.1,376699
562727,tt1182345,7.8,376637
842355,tt1907668,7.3,376076
224634,tt0396269,7.0,375682
528487,tt11198330,8.4,375308
209056,tt0363163,8.2,375109
80595,tt0107688,7.9,375067
91244,tt0120663,7.5,374958
180739,tt0298130,7.1,374903
90179,tt0119396,7.5,374857
659624,tt1371111,7.4,374336
207898,tt0360486,7.0,374091
1113136,tt3799694,7.4,373128
851055,tt1951266,6.5,373076
233595,tt0417299,9.3,372595
224048,tt0395169,8.1,372174
1412589,tt9362722,8.6,368665
1057509,tt3107288,7.5,368144
733781,tt15239678,8.7,367960
781228,tt1650062,7.0,367464
266006,tt0496806,6.9,367300
496204,tt1065073,7.9,367118
805435,tt1748122,7.8,366704
28517,tt0047478,8.6,366692
394861,tt0790724,7.0,364956
632381,tt1320253,6.4,364615
884212,tt2106476,8.3,364203
123842,tt0182576,8.1,364022
780263,tt1646971,7.8,363903
1165094,tt4649466,6.7,362961
962274,tt2467372,8.4,362824
54650,tt0077416,8.1,362083
74486,tt0100405,7.1,362028
1011391,tt2798920,6.8,361277
645513,tt13443470,8.1,361110
816480,tt1796960,8.3,360867
425753,tt0878804,7.6,360398
482795,tt1041829,6.8,360147
88594,tt0117500,7.4,358042
588110,tt1231583,6.5,357888
675276,tt1403865,7.6,357425
434552,tt0910936,6.9,357385
221589,tt0389860,6.4,356601
1128169,tt4052886,8.1,355803
518588,tt1104001,6.8,355776
406278,tt0822854,7.1,355519
240514,tt0433035,7.1,355488
211918,tt0368891,6.9,355074
138920,tt0212338,7.0,355057
561366,tt1179933,7.2,354586
1009676,tt2788710,6.5,354546
74826,tt0100802,7.5,354429
91196,tt0120601,7.7,353287
428446,tt0887883,7.0,353148
1337240,tt7631058,7.0,351862
139301,tt0213149,6.2,351711
73227,tt0098904,8.9,351272
1344078,tt7767422,8.3,351131
115869,tt0167190,6.8,349888
252540,tt0462538,7.3,349747
49370,tt0071315,8.1,349729
676093,tt1405406,7.7,349649
568349,tt1193138,7.4,349332
43033,tt0064116,8.5,349009
1108125,tt3731562,6.7,348090
515630,tt10986410,8.8,347823
82644,tt0110148,7.5,347330
150800,tt0238380,7.3,346934
1190053,tt5071412,8.5,346532
1338389,tt7653254,7.9,346236
33400,tt0053125,8.3,346034
795639,tt1707386,7.5,345957
137357,tt0209163,6.4,345793
815224,tt1790809,6.5,345715
91246,tt0120667,5.7,343777
1179148,tt4881806,6.1,343713
829463,tt1844624,8.0,343432
625352,tt1306980,7.6,342870
94232,tt0125439,7.2,342138
231902,tt0413573,7.6,341593
113588,tt0163025,5.9,340922
1300167,tt6857112,6.8,340921
207658,tt0359950,7.3,340790
87682,tt0116367,7.2,340508
427370,tt0884328,7.1,340201
69583,tt0094721,7.5,339938
480498,tt1037705,6.8,339274
84521,tt0112471,8.1,339146
762871,tt1591095,6.8,338940
226052,tt0399295,7.6,336806
450906,tt0970179,7.5,336776
937331,tt2322441,4.2,335673
1205629,tt5290382,8.6,335596
219937,tt0386588,6.6,335339
851050,tt1951261,5.8,335287
779775,tt1645170,6.4,334705
1005730,tt2771200,7.1,334458
15157,tt0031381,8.2,334177
90288,tt0119528,6.9,333289
479753,tt10366206,7.7,333099
36482,tt0056592,8.3,332775
777024,tt1638355,7.2,332442
231776,tt0413267,6.1,332349
89850,tt0119008,7.7,332120
1184357,tt4975722,7.4,331725
885387,tt2109248,5.6,331572
255966,tt0472043,7.8,331198
1099268,tt3606756,7.5,331080
217780,tt0381849,7.6,330988
128295,tt0190590,7.7,330746
196701,tt0332379,7.2,330742
69156,tt0094226,7.8,330718
857216,tt1981677,7.1,330627
232188,tt0414387,7.8,330552
443546,tt0944835,6.4,330043
862473,tt2004420,6.3,329330
96346,tt0129387,7.1,328798
78621,tt0105323,8.0,328627
1181336,tt4925292,7.4,328586
120088,tt0175880,8.0,328387
1104628,tt3682448,7.6,327661
226014,tt0399201,6.8,327577
248829,tt0453467,7.1,327544
77335,tt0103776,7.1,327376
237071,tt0425210,7.7,325624
81715,tt0109040,6.9,324997
1349689,tt7888964,7.4,324196
211047,tt0367279,8.7,324105
594823,tt1245526,7.0,323872
263230,tt0489099,6.1,323503
531162,tt1124373,8.6,323354
89995,tt0119177,7.7,323120
139121,tt0212720,7.2,322946
250664,tt0457939,6.9,322866
672157,tt1397280,6.2,322585
810209,tt1764651,6.6,322239
895797,tt2140479,7.3,321511
1058141,tt3110958,6.4,321105
178426,tt0293662,6.8,321088
90863,tt0120201,7.3,321012
180780,tt0298203,7.2,320741
622479,tt1302011,7.3,320533
946698,tt2372162,8.0,320078
1207137,tt5311514,8.4,319990
532080,tt1125849,7.9,319893
570686,tt1197624,7.4,319742
77229,tt0103644,6.4,319312
89735,tt0118880,6.9,319158
170198,tt0278504,7.2,319029
412083,tt0838283,6.9,318936
815243,tt1790885,7.4,318857
80015,tt0106977,7.8,318550
546526,tt1152836,7.0,318520
90535,tt0119822,7.7,318330
1232549,tt5727208,7.4,318004
1354699,tt7991608,6.3,317763
247165,tt0449467,7.5,317096
91315,tt0120762,7.7,316364
764821,tt1598778,6.8,315873
598907,tt1253863,6.2,315834
568898,tt1194173,6.6,315538
84450,tt0112384,7.7,315457
1232527,tt5726616,7.8,315449
827729,tt1837492,7.5,315390
403300,tt0814314,7.6,315162
191910,tt0320661,7.3,314692
91213,tt0120623,7.2,314431
36102,tt0056172,8.3,314258
475075,tt1028528,7.0,313718
1127053,tt4034228,7.8,313599
163800,tt0265666,7.6,313093
715734,tt1485796,7.5,311319
475081,tt1028532,8.1,311253
692704,tt14392248,9.2,311203
465996,tt1013752,6.5,311097
1052634,tt3076658,7.6,310786
191189,tt0319343,7.1,310754
70126,tt0095327,8.5,310239
400792,tt0808151,6.7,309520
712296,tt1478338,6.8,309114
1132793,tt4123430,6.5,308681
54850,tt0077651,7.7,306702
510572,tt1091191,7.5,306615
216761,tt0379786,7.8,305625
1402688,tt9114286,6.7,305357
953531,tt2397535,7.4,304611
1159541,tt4550098,7.5,304558
256424,tt0473075,6.6,303849
935920,tt2316204,6.4,303840
928030,tt2277860,7.2,303313
397986,tt0800039,7.1,302395
802793,tt1735898,6.1,302358
1324397,tt7349950,6.5,301843
91248,tt0120669,7.5,301441
1141822,tt4263482,7.0,300563
1135425,tt4160708,7.1,300426
54833,tt0077631,7.2,300424
1051607,tt3065204,7.3,300314
601484,tt1259571,4.8,299971
253012,tt0463985,6.0,299772
392297,tt0783233,7.8,299740
1323815,tt7335184,7.7,299561
134474,tt0203009,7.6,299283
91205,tt0120611,7.1,298829
91572,tt0121164,7.4,298746
64826,tt0089218,7.7,298257
579225,tt1213663,6.9,298132
1074554,tt3263904,7.4,297996
192566,tt0322259,5.9,297525
159836,tt0258000,6.8,296837
242599,tt0438097,6.8,296544
1084340,tt3402236,6.5,296439
1088695,tt3464902,7.1,296140
536853,tt1133985,5.5,296080
459460,tt1001526,7.3,295695
126413,tt0187078,6.5,294593
91356,tt0120812,7.0,294555
645181,tt1343727,7.1,294244
247614,tt0450385,6.8,294045
252951,tt0463854,6.9,293698
242181,tt0437086,7.3,293618
126610,tt0187393,7.2,293417
692896,tt1439629,8.5,293356
123475,tt0181875,7.9,293302
139231,tt0212985,6.8,293114
89739,tt0118884,7.5,293025
568044,tt1192628,7.3,292935
248458,tt0452623,7.6,292850
398154,tt0800320,5.8,292684
643242,tt1340138,6.3,292474
933106,tt2302755,6.5,292269
1048764,tt3040964,7.4,291999
131059,tt0196229,6.5,291750
1313202,tt7126948,5.4,291701
1408121,tt9243946,7.3,291484
117348,tt0170016,6.3,291444
202741,tt0348150,6.1,291307
1324371,tt7349662,7.5,291018
72228,tt0097757,7.6,290896
80537,tt0107614,7.1,290833
176402,tt0289765,7.2,290817
73607,tt0099348,8.0,290513
820809,tt1817273,7.3,290274
1259914,tt6139732,6.9,290037
91352,tt0120804,6.6,288339
781326,tt1650554,6.5,288332
40971,tt0061722,8.0,288322
666972,tt1386588,6.6,288270
604645,tt1266020,8.6,287862
217679,tt0381681,8.1,287714
107925,tt0151804,7.6,287477
77744,tt0104257,7.7,287230
986928,tt2674426,7.4,287031
87948,tt0116695,7.3,286947
119727,tt0175142,6.3,286564
176543,tt0290002,6.3,286461
84496,tt0112442,6.8,286260
227159,tt0401729,6.6,286155
231140,tt0411477,7.0,285898
124445,tt0183649,7.1,285712
160726,tt0259711,6.9,285622
125723,tt0185937,6.5,285401
262216,tt0486655,7.6,285178
191926,tt0320691,7.0,285114
761394,tt1586680,8.5,285080
199003,tt0338526,6.1,284466
159355,tt0257044,7.7,284458
33545,tt0053291,8.2,283447
446849,tt0955308,6.6,283098
1353961,tt7975244,6.7,283060
68853,tt0093870,7.6,282984
70491,tt0095765,8.5,282788
1087516,tt3450958,7.4,282630
89618,tt0118749,7.9,281965
183279,tt0303461,8.9,281621
128180,tt0190332,7.9,281572
411737,tt0837562,7.0,280933
83763,tt0111503,7.3,280824
1210739,tt5362988,7.7,280491
212061,tt0369179,7.1,280469
503530,tt1077368,6.2,280434
856447,tt1979376,7.7,280213
844604,tt1922777,6.8,280058
48849,tt0070735,8.3,279812
998461,tt2741602,7.9,279511
130820,tt0195714,6.7,279382
506786,tt10838180,5.7,279303
398909,tt0803096,6.7,278716
174819,tt0286716,5.6,278525
53142,tt0075686,8.0,278328
211671,tt0368447,6.6,277663
140450,tt0215750,7.5,277532
262165,tt0486576,5.6,277320
867005,tt2024469,6.9,276502
921014,tt2243973,8.5,276479
240263,tt0432348,6.6,276341
68450,tt0093409,7.6,276294
1127811,tt4046784,6.3,276281
661590,tt1375670,6.0,276276
983991,tt2661044,7.6,275764
60319,tt0083944,7.7,275454
628124,tt1312171,7.9,275098
143206,tt0221027,7.5,274989
949737,tt2381941,6.6,274653
39136,tt0059578,8.2,274565
